resultId,raceId,driverId,constructorId,number,Grid,position,positionText,positionOrder,time_results ,milliseconds,fastestLap,rank_results,statusId,points,laps
6662,310,84,34,7,17,,R,20,\N,\N,\N,\N,36,0,20
6663,310,122,41,16,22,,R,21,\N,\N,\N,\N,5,0,19
6664,310,117,6,27,7,,R,22,\N,\N,\N,\N,91,0,16
6665,310,127,41,15,18,,R,23,\N,\N,\N,\N,5,0,15
6666,310,129,36,14,21,,R,24,\N,\N,\N,\N,5,0,13
6667,310,77,1,2,5,,R,25,\N,\N,\N,\N,5,0,5
6668,310,94,18,23,15,,R,26,\N,\N,\N,\N,20,0,4
6669,310,100,27,26,0,,F,27,\N,\N,\N,\N,81,0,0
6670,310,99,39,17,0,,F,28,\N,\N,\N,\N,81,0,0
6671,310,140,29,10,0,,F,29,\N,\N,\N,\N,81,0,0
6672,310,120,39,18,0,,F,30,\N,\N,\N,\N,81,0,0
6673,310,78,40,34,0,,F,31,\N,\N,\N,\N,97,0,0
6674,310,128,40,35,0,,F,32,\N,\N,\N,\N,97,0,0
6675,310,142,42,31,0,,F,33,\N,\N,\N,\N,97,0,0
6676,310,139,35,21,0,,F,34,\N,\N,\N,\N,97,0,0
6677,311,95,3,5,4,1,1,1,38:00.1,5880056,\N,\N,1,10,72
6678,311,117,6,27,2,2,2,2,5.003,5885059,\N,\N,1,6,72
6679,311,102,1,1,3,3,3,3,34.934,5914990,\N,\N,1,4,72
6680,311,55,6,28,6,4,4,4,35.92,5915976,\N,\N,1,3,72
6681,311,119,3,6,1,5,5,5,\N,\N,\N,\N,11,2,71
6682,311,110,17,33,13,6,6,6,\N,\N,\N,\N,11,1,71
6683,311,127,41,15,9,7,7,7,\N,\N,\N,\N,12,0,70
6684,311,137,22,20,7,8,8,8,\N,\N,\N,\N,12,0,70
6685,311,94,18,23,12,9,9,9,\N,\N,\N,\N,12,0,70
6686,311,65,32,12,20,10,10,10,\N,\N,\N,\N,12,0,70
6687,311,100,27,26,14,11,11,11,\N,\N,\N,\N,12,0,70
6688,311,123,27,25,16,12,12,12,\N,\N,\N,\N,13,0,69
6689,311,90,22,19,8,,R,13,\N,\N,\N,\N,68,0,63
6690,311,131,25,4,11,,R,14,\N,\N,\N,\N,6,0,57
6691,311,129,36,14,21,,R,15,\N,\N,\N,\N,44,0,47
6692,311,103,26,29,23,,R,16,\N,\N,\N,\N,7,0,43
6693,311,109,35,22,26,,R,17,\N,\N,\N,\N,27,0,39
6694,311,87,34,8,17,,R,18,\N,\N,\N,\N,20,0,36
6695,311,88,26,30,22,,R,19,\N,\N,\N,\N,7,0,32
6696,311,105,29,9,25,,R,20,\N,\N,\N,\N,6,0,31
6697,311,84,34,7,24,,R,21,\N,\N,\N,\N,6,0,21
6698,311,138,25,3,18,,R,22,\N,\N,\N,\N,20,0,12
6699,311,81,18,24,10,,R,23,\N,\N,\N,\N,4,0,8
6700,311,122,41,16,15,,R,24,\N,\N,\N,\N,20,0,7
6701,311,77,1,2,5,,R,25,\N,\N,\N,\N,5,0,6
6702,311,92,17,32,19,,R,26,\N,\N,\N,\N,20,0,0
6703,311,57,32,11,0,,F,27,\N,\N,\N,\N,81,0,0
6704,311,120,39,18,0,,F,28,\N,\N,\N,\N,81,0,0
6705,311,99,39,17,0,,F,29,\N,\N,\N,\N,81,0,0
6706,311,140,29,10,0,,F,30,\N,\N,\N,\N,81,0,0
6707,311,139,35,21,0,,F,31,\N,\N,\N,\N,97,0,0
6708,311,78,40,34,0,,F,32,\N,\N,\N,\N,97,0,0
6709,311,128,40,35,0,,F,33,\N,\N,\N,\N,97,0,0
6710,311,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6711,312,95,3,5,1,1,1,1,27:35.5,5255479,\N,\N,1,10,59
6712,312,77,1,2,4,2,2,2,42.293,5297772,\N,\N,1,6,59
6713,312,117,6,27,5,3,3,3,+1:00.150,5315629,\N,\N,1,4,59
6714,312,102,1,1,2,4,4,4,\N,\N,\N,\N,60,3,58
6715,312,137,22,20,8,5,5,5,\N,\N,\N,\N,11,2,58
6716,312,92,17,32,17,6,6,6,\N,\N,\N,\N,11,1,58
6717,312,131,25,4,10,7,7,7,\N,\N,\N,\N,11,0,58
6718,312,138,25,3,15,8,8,8,\N,\N,\N,\N,11,0,58
6719,312,94,18,23,23,9,9,9,\N,\N,\N,\N,11,0,58
6720,312,139,35,21,18,10,10,10,\N,\N,\N,\N,12,0,57
6721,312,81,18,24,20,11,11,11,\N,\N,\N,\N,12,0,57
6722,312,57,32,11,25,12,12,12,\N,\N,\N,\N,12,0,57
6723,312,109,35,22,11,13,13,13,\N,\N,\N,\N,13,0,56
6724,312,65,32,12,24,14,14,14,\N,\N,\N,\N,51,0,55
6725,312,87,34,8,12,,R,15,\N,\N,\N,\N,5,0,52
6726,312,110,17,33,13,,R,16,\N,\N,\N,\N,20,0,41
6727,312,55,6,28,6,,R,17,\N,\N,\N,\N,4,0,31
6728,312,88,26,30,22,,R,18,\N,\N,\N,\N,4,0,29
6729,312,123,27,25,19,,R,19,\N,\N,\N,\N,5,0,29
6730,312,84,34,7,14,,R,20,\N,\N,\N,\N,37,0,28
6731,312,105,29,9,26,,R,21,\N,\N,\N,\N,7,0,25
6732,312,127,41,15,9,,R,22,\N,\N,\N,\N,83,0,24
6733,312,90,22,19,7,,R,23,\N,\N,\N,\N,6,0,21
6734,312,103,26,29,21,,R,24,\N,\N,\N,\N,7,0,21
6735,312,122,41,16,16,,R,25,\N,\N,\N,\N,20,0,16
6736,312,119,3,6,3,,R,26,\N,\N,\N,\N,4,0,1
6737,312,100,27,26,0,,F,27,\N,\N,\N,\N,81,0,0
6738,312,140,29,10,0,,F,28,\N,\N,\N,\N,81,0,0
6739,312,120,39,18,0,,F,29,\N,\N,\N,\N,81,0,0
6740,312,99,39,17,0,,F,30,\N,\N,\N,\N,81,0,0
6741,312,129,36,14,0,,F,31,\N,\N,\N,\N,97,0,0
6742,312,78,40,34,0,,F,32,\N,\N,\N,\N,97,0,0
6743,312,128,40,35,0,,F,33,\N,\N,\N,\N,97,0,0
6744,312,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6745,313,95,3,5,1,1,1,1,19:29.7,4769661,\N,\N,1,10,45
6746,313,119,3,6,4,2,2,2,13.779,4783440,\N,\N,1,6,45
6747,313,55,6,28,6,3,3,3,17.618,4787279,\N,\N,1,4,45
6748,313,77,1,2,3,4,4,4,32.651,4802312,\N,\N,1,3,45
6749,313,110,17,33,7,5,5,5,+1:17.537,4847198,\N,\N,1,2,45
6750,313,92,17,32,11,6,6,6,+1:40.605,4870266,\N,\N,1,1,45
6751,313,102,1,1,2,7,7,7,\N,\N,\N,\N,60,0,44
6752,313,90,22,19,9,8,8,8,\N,\N,\N,\N,11,0,44
6753,313,123,27,25,17,9,9,9,\N,\N,\N,\N,11,0,44
6754,313,139,35,21,18,10,10,10,\N,\N,\N,\N,11,0,44
6755,313,84,34,7,15,11,11,11,\N,\N,\N,\N,12,0,43
6756,313,87,34,8,21,12,12,12,\N,\N,\N,\N,12,0,43
6757,313,131,25,4,14,13,13,13,\N,\N,\N,\N,14,0,41
6758,313,117,6,27,5,,R,14,\N,\N,\N,\N,20,0,37
6759,313,122,41,16,12,,R,15,\N,\N,\N,\N,5,0,36
6760,313,109,35,22,20,,R,16,\N,\N,\N,\N,5,0,35
6761,313,137,22,20,8,,R,17,\N,\N,\N,\N,5,0,27
6762,313,138,25,3,13,,R,18,\N,\N,\N,\N,6,0,26
6763,313,100,27,26,26,,R,19,\N,\N,\N,\N,5,0,22
6764,313,127,41,15,16,,R,20,\N,\N,\N,\N,6,0,21
6765,313,57,32,11,23,,R,21,\N,\N,\N,\N,5,0,19
6766,313,88,26,30,22,,R,22,\N,\N,\N,\N,5,0,15
6767,313,81,18,24,19,,R,23,\N,\N,\N,\N,24,0,14
6768,313,94,18,23,10,,R,24,\N,\N,\N,\N,24,0,11
6769,313,103,26,29,25,,R,25,\N,\N,\N,\N,7,0,9
6770,313,78,40,34,24,,R,26,\N,\N,\N,\N,20,0,0
6771,313,105,29,9,0,,F,27,\N,\N,\N,\N,81,0,0
6772,313,143,32,12,0,,F,28,\N,\N,\N,\N,81,0,0
6773,313,99,39,17,0,,F,29,\N,\N,\N,\N,81,0,0
6774,313,128,40,35,0,,F,30,\N,\N,\N,\N,81,0,0
6775,313,129,36,14,0,,F,31,\N,\N,\N,\N,97,0,0
6776,313,133,29,10,0,,F,32,\N,\N,\N,\N,97,0,0
6777,313,120,39,18,0,,F,33,\N,\N,\N,\N,97,0,0
6778,313,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6779,314,102,1,1,1,1,1,1,49:12.8,6552796,\N,\N,1,10,77
6780,314,95,3,5,3,2,2,2,4.599,6557395,\N,\N,1,6,77
6781,314,119,3,6,2,3,3,3,15.594,6568390,\N,\N,1,4,77
6782,314,77,1,2,5,4,4,4,21.856,6574652,\N,\N,1,3,77
6783,314,55,6,28,6,5,5,5,31.389,6584185,\N,\N,1,2,77
6784,314,122,41,16,9,6,6,6,\N,\N,\N,\N,11,1,76
6785,314,110,17,33,17,7,7,7,\N,\N,\N,\N,11,0,76
6786,314,90,22,19,15,8,8,8,\N,\N,\N,\N,11,0,76
6787,314,92,17,32,16,9,9,9,\N,\N,\N,\N,11,0,76
6788,314,100,27,26,25,10,10,10,\N,\N,\N,\N,12,0,75
6789,314,127,41,15,13,11,11,11,\N,\N,\N,\N,12,0,75
6790,314,131,25,4,8,12,12,12,\N,\N,\N,\N,12,0,75
6791,314,81,18,24,23,13,13,13,\N,\N,\N,\N,12,0,75
6792,314,57,32,11,26,14,14,14,\N,\N,\N,\N,13,0,74
6793,314,138,25,3,14,15,15,15,\N,\N,\N,\N,13,0,74
6794,314,78,40,34,24,16,16,16,\N,\N,\N,\N,13,0,74
6795,314,123,27,25,19,17,17,17,\N,\N,\N,\N,5,0,71
6796,314,94,18,23,18,,R,18,\N,\N,\N,\N,5,0,65
6797,314,87,34,8,20,,R,19,\N,\N,\N,\N,27,0,62
6798,314,84,34,7,10,,R,20,\N,\N,\N,\N,68,0,59
6799,314,109,35,22,12,,R,21,\N,\N,\N,\N,5,0,49
6800,314,137,22,20,11,,R,22,\N,\N,\N,\N,6,0,38
6801,314,103,26,29,21,,R,23,\N,\N,\N,\N,5,0,38
6802,314,88,26,30,22,,R,24,\N,\N,\N,\N,5,0,38
6803,314,139,35,21,7,,R,25,\N,\N,\N,\N,5,0,37
6804,314,117,6,27,4,,R,26,\N,\N,\N,\N,5,0,28
6805,314,129,36,14,0,,F,27,\N,\N,\N,\N,81,0,0
6806,314,105,29,9,0,,F,28,\N,\N,\N,\N,81,0,0
6807,314,128,40,35,0,,F,29,\N,\N,\N,\N,81,0,0
6808,314,143,32,12,0,,F,30,\N,\N,\N,\N,81,0,0
6809,314,99,39,17,0,,F,31,\N,\N,\N,\N,97,0,0
6810,314,133,29,10,0,,F,32,\N,\N,\N,\N,97,0,0
6811,314,120,39,18,0,,F,33,\N,\N,\N,\N,97,0,0
6812,314,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6813,315,102,1,1,1,1,1,1,27:17.7,5237669,\N,\N,1,10,44
6814,315,77,1,2,4,2,2,2,1.901,5239570,\N,\N,1,6,44
6815,315,137,22,20,6,3,3,3,32.176,5269845,\N,\N,1,4,44
6816,315,90,22,19,8,4,4,4,37.31,5274979,\N,\N,1,3,44
6817,315,119,3,6,17,5,5,5,57.187,5294856,\N,\N,1,2,44
6818,315,87,34,8,13,6,6,6,+1:40.035,5337704,\N,\N,1,1,44
6819,315,65,32,12,21,7,7,7,+1:44.599,5342268,\N,\N,1,0,44
6820,315,139,35,21,25,8,8,8,\N,\N,\N,\N,11,0,43
6821,315,84,34,7,16,9,9,9,\N,\N,\N,\N,11,0,43
6822,315,129,36,14,23,10,10,10,\N,\N,\N,\N,11,0,43
6823,315,123,27,25,18,11,11,11,\N,\N,\N,\N,11,0,43
6824,315,94,18,23,9,12,12,12,\N,\N,\N,\N,6,0,42
6825,315,110,17,33,11,13,13,13,\N,\N,\N,\N,5,0,41
6826,315,131,25,4,10,,R,14,\N,\N,\N,\N,44,0,33
6827,315,109,35,22,14,,R,15,\N,\N,\N,\N,51,0,33
6828,315,55,6,28,5,,R,16,\N,\N,\N,\N,5,0,30
6829,315,81,18,24,19,,R,17,\N,\N,\N,\N,6,0,29
6830,315,57,32,11,24,,R,18,\N,\N,\N,\N,5,0,25
6831,315,100,27,26,26,,R,19,\N,\N,\N,\N,5,0,25
6832,315,95,3,5,3,,R,20,\N,\N,\N,\N,10,0,22
6833,315,103,26,29,20,,R,21,\N,\N,\N,\N,6,0,21
6834,315,122,41,16,12,,R,22,\N,\N,\N,\N,5,0,13
6835,315,138,25,3,22,,R,23,\N,\N,\N,\N,20,0,7
6836,315,117,6,27,2,,R,24,\N,\N,\N,\N,95,0,2
6837,315,127,41,15,15,,R,25,\N,\N,\N,\N,5,0,1
6838,315,30,17,32,7,,R,26,\N,\N,\N,\N,8,0,0
6839,315,88,26,30,0,,F,27,\N,\N,\N,\N,81,0,0
6840,315,78,40,34,0,,F,28,\N,\N,\N,\N,81,0,0
6841,315,133,29,10,0,,F,29,\N,\N,\N,\N,81,0,0
6842,315,128,40,35,0,,F,30,\N,\N,\N,\N,81,0,0
6843,315,105,29,9,0,,F,31,\N,\N,\N,\N,97,0,0
6844,315,99,39,17,0,,F,32,\N,\N,\N,\N,97,0,0
6845,315,142,42,31,0,,F,33,\N,\N,\N,\N,97,0,0
6846,315,120,39,18,0,,F,34,\N,\N,\N,\N,97,0,0
6847,316,95,3,5,2,1,1,1,17:54.3,4674319,\N,\N,1,10,53
6848,316,102,1,1,1,2,2,2,16.262,4690581,\N,\N,1,6,53
6849,316,117,6,27,5,3,3,3,16.829,4691148,\N,\N,1,4,53
6850,316,77,1,2,3,4,4,4,27.719,4702038,\N,\N,1,3,53
6851,316,30,22,19,7,5,5,5,34.463,4708782,\N,\N,1,2,53
6852,316,137,22,20,8,6,6,6,45.6,4719919,\N,\N,1,1,53
6853,316,110,17,33,14,7,7,7,51.136,4725455,\N,\N,1,0,53
6854,316,122,41,16,12,8,8,8,+1:15.019,4749338,\N,\N,1,0,53
6855,316,81,18,24,17,9,9,9,\N,\N,\N,\N,11,0,52
6856,316,139,35,21,16,10,10,10,\N,\N,\N,\N,11,0,52
6857,316,100,27,26,22,11,11,11,\N,\N,\N,\N,11,0,52
6858,316,87,34,8,11,12,12,12,\N,\N,\N,\N,11,0,52
6859,316,84,34,7,19,13,13,13,\N,\N,\N,\N,11,0,52
6860,316,57,32,11,25,14,14,14,\N,\N,\N,\N,14,0,49
6861,316,127,41,15,18,15,15,15,\N,\N,\N,\N,14,0,49
6862,316,78,40,34,23,16,16,16,\N,\N,\N,\N,15,0,48
6863,316,129,36,14,26,,R,17,\N,\N,\N,\N,5,0,46
6864,316,109,35,22,20,,R,18,\N,\N,\N,\N,25,0,35
6865,316,131,25,4,13,,R,19,\N,\N,\N,\N,5,0,32
6866,316,55,6,28,6,,R,20,\N,\N,\N,\N,5,0,29
6867,316,119,3,6,4,,R,21,\N,\N,\N,\N,6,0,27
6868,316,138,25,3,15,,R,22,\N,\N,\N,\N,37,0,24
6869,316,103,26,29,24,,R,23,\N,\N,\N,\N,5,0,21
6870,316,94,18,23,10,,R,24,\N,\N,\N,\N,20,0,8
6871,316,90,17,32,9,,R,25,\N,\N,\N,\N,20,0,2
6872,316,123,27,25,21,,R,26,\N,\N,\N,\N,20,0,1
6873,316,105,29,9,0,,F,27,\N,\N,\N,\N,81,0,0
6874,316,143,32,12,0,,F,28,\N,\N,\N,\N,81,0,0
6875,316,128,40,35,0,,F,29,\N,\N,\N,\N,81,0,0
6876,316,88,26,30,0,,F,30,\N,\N,\N,\N,81,0,0
6877,316,120,39,18,0,,F,31,\N,\N,\N,\N,97,0,0
6878,316,99,39,17,0,,F,32,\N,\N,\N,\N,97,0,0
6879,316,133,29,10,0,,F,33,\N,\N,\N,\N,97,0,0
6880,316,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6881,317,119,3,6,1,1,1,1,35:42.3,5742304,\N,\N,1,10,71
6882,317,102,1,1,3,2,2,2,20.941,5763245,\N,\N,1,6,71
6883,317,55,6,28,6,3,3,3,53.554,5795858,\N,\N,1,4,71
6884,317,94,18,23,8,4,4,4,+1:03.498,5805802,\N,\N,1,3,71
6885,317,137,22,20,11,5,5,5,+1:10.033,5812337,\N,\N,1,2,71
6886,317,30,22,19,10,6,6,6,+1:16.582,5818886,\N,\N,1,1,71
6887,317,127,41,15,7,7,7,7,\N,\N,\N,\N,11,0,70
6888,317,110,17,33,14,8,8,8,\N,\N,\N,\N,11,0,70
6889,317,81,18,24,13,9,9,9,\N,\N,\N,\N,11,0,70
6890,317,90,17,32,21,10,10,10,\N,\N,\N,\N,11,0,70
6891,317,100,27,26,23,11,11,11,\N,\N,\N,\N,11,0,70
6892,317,84,34,7,19,12,12,12,\N,\N,\N,\N,12,0,69
6893,317,138,25,3,17,13,13,13,\N,\N,\N,\N,13,0,68
6894,317,57,32,11,24,14,14,14,\N,\N,\N,\N,13,0,68
6895,317,105,29,9,22,15,15,15,\N,\N,\N,\N,13,0,68
6896,317,123,27,25,20,16,16,16,\N,\N,\N,\N,13,0,68
6897,317,122,41,16,9,17,17,17,\N,\N,\N,\N,20,0,64
6898,317,131,25,4,12,,R,18,\N,\N,\N,\N,5,0,56
6899,317,95,3,5,4,,D,19,\N,\N,\N,\N,2,0,51
6900,317,88,26,30,25,,R,20,\N,\N,\N,\N,7,0,40
6901,317,117,6,27,5,,R,21,\N,\N,\N,\N,5,0,39
6902,317,77,1,2,2,,R,22,\N,\N,\N,\N,5,0,37
6903,317,139,35,21,16,,R,23,\N,\N,\N,\N,5,0,18
6904,317,109,35,22,18,,R,24,\N,\N,\N,\N,6,0,21
6905,317,87,34,8,15,,R,25,\N,\N,\N,\N,22,0,12
6906,317,65,32,12,26,,R,26,\N,\N,\N,\N,5,0,1
6907,317,103,26,29,0,,F,27,\N,\N,\N,\N,81,0,0
6908,317,99,39,17,0,,F,28,\N,\N,\N,\N,81,0,0
6909,317,78,40,34,0,,F,29,\N,\N,\N,\N,81,0,0
6910,317,128,40,35,0,,F,30,\N,\N,\N,\N,81,0,0
6911,317,120,39,18,0,,F,31,\N,\N,\N,\N,97,0,0
6912,317,129,36,14,0,,F,32,\N,\N,\N,\N,97,0,0
6913,317,133,29,10,0,,F,33,\N,\N,\N,\N,97,0,0
6914,317,142,42,31,0,,F,34,\N,\N,\N,\N,97,0,0
6915,318,95,3,5,2,1,1,1,38:41.5,5921541,\N,\N,1,10,65
6916,318,117,6,27,6,2,2,2,11.331,5932872,\N,\N,1,6,65
6917,318,119,3,6,4,3,3,3,15.909,5937450,\N,\N,1,4,65
6918,318,55,6,28,7,4,4,4,22.772,5944313,\N,\N,1,3,65
6919,318,102,1,1,3,5,5,5,+1:02.402,5983943,\N,\N,1,2,65
6920,318,30,22,19,5,6,6,6,+1:19.468,6001009,\N,\N,1,1,65
6921,318,127,41,15,13,7,7,7,\N,\N,\N,\N,11,0,64
6922,318,109,35,22,15,8,8,8,\N,\N,\N,\N,11,0,64
6923,318,70,17,32,20,9,9,9,\N,\N,\N,\N,11,0,64
6924,318,84,34,7,11,10,10,10,\N,\N,\N,\N,12,0,63
6925,318,137,22,20,10,11,11,11,\N,\N,\N,\N,12,0,63
6926,318,99,36,14,22,12,12,12,\N,\N,\N,\N,12,0,63
6927,318,94,18,23,19,13,13,13,\N,\N,\N,\N,12,0,63
6928,318,81,18,24,16,14,14,14,\N,\N,\N,\N,4,0,62
6929,318,139,35,21,9,15,15,15,\N,\N,\N,\N,13,0,62
6930,318,131,25,4,14,16,16,16,\N,\N,\N,\N,13,0,62
6931,318,138,25,3,18,17,17,17,\N,\N,\N,\N,13,0,62
6932,318,87,34,8,12,,R,18,\N,\N,\N,\N,5,0,49
6933,318,100,27,26,25,,R,19,\N,\N,\N,\N,10,0,36
6934,318,77,1,2,1,,R,20,\N,\N,\N,\N,10,0,33
6935,318,105,29,9,24,,R,21,\N,\N,\N,\N,5,0,23
6936,318,110,17,33,17,,R,22,\N,\N,\N,\N,10,0,22
6937,318,57,32,11,21,,R,23,\N,\N,\N,\N,20,0,5
6938,318,122,41,16,8,,R,24,\N,\N,\N,\N,4,0,1
6939,318,103,26,29,23,,R,25,\N,\N,\N,\N,4,0,0
6940,318,123,27,25,26,,R,26,\N,\N,\N,\N,4,0,0
6941,318,88,26,30,0,,F,27,\N,\N,\N,\N,81,0,0
6942,318,78,40,34,0,,F,28,\N,\N,\N,\N,81,0,0
6943,318,143,32,12,0,,F,29,\N,\N,\N,\N,81,0,0
6944,318,128,40,35,0,,F,30,\N,\N,\N,\N,81,0,0
6945,318,133,29,10,0,,F,31,\N,\N,\N,\N,97,0,0
6946,318,120,39,18,0,,F,32,\N,\N,\N,\N,97,0,0
6947,318,129,39,17,0,,F,33,\N,\N,\N,\N,97,0,0
6948,319,77,1,2,1,1,1,1,32:10.7,5530695,\N,\N,1,10,53
6949,319,102,1,1,2,2,2,2,0.344,5531039,\N,\N,1,6,53
6950,319,119,3,6,5,3,3,3,56.731,5587426,\N,\N,1,4,53
6951,319,117,6,27,4,4,4,4,+1:20.761,5611456,\N,\N,1,3,53
6952,319,84,34,7,19,5,5,5,\N,\N,\N,\N,11,2,52
6953,319,131,25,4,14,6,6,6,\N,\N,\N,\N,11,1,52
6954,319,137,22,20,10,7,7,7,\N,\N,\N,\N,11,0,52
6955,319,127,41,15,18,8,8,8,\N,\N,\N,\N,11,0,52
6956,319,123,27,25,17,9,9,9,\N,\N,\N,\N,11,0,52
6957,319,133,29,10,26,10,10,10,\N,\N,\N,\N,12,0,51
6958,319,99,36,14,24,11,11,11,\N,\N,\N,\N,13,0,50
6959,319,100,27,26,20,,R,12,\N,\N,\N,\N,91,0,41
6960,319,94,18,23,7,,R,13,\N,\N,\N,\N,10,0,39
6961,319,30,22,19,9,,R,14,\N,\N,\N,\N,5,0,34
6962,319,65,32,12,23,,R,15,\N,\N,\N,\N,5,0,31
6963,319,138,25,3,15,,R,16,\N,\N,\N,\N,20,0,30
6964,319,88,26,30,25,,R,17,\N,\N,\N,\N,5,0,26
6965,319,81,18,24,8,,R,18,\N,\N,\N,\N,36,0,15
6966,319,95,3,5,3,,R,19,\N,\N,\N,\N,20,0,9
6967,319,70,17,32,13,,R,20,\N,\N,\N,\N,6,0,7
6968,319,57,32,11,21,,R,21,\N,\N,\N,\N,5,0,4
6969,319,110,17,33,11,,R,22,\N,\N,\N,\N,3,0,1
6970,319,109,35,22,12,,R,23,\N,\N,\N,\N,3,0,1
6971,319,139,35,21,16,,R,24,\N,\N,\N,\N,3,0,1
6972,319,91,41,16,22,,R,25,\N,\N,\N,\N,3,0,1
6973,319,55,6,28,6,,R,26,\N,\N,\N,\N,5,0,0
6974,319,105,29,9,0,,F,27,\N,\N,\N,\N,81,0,0
6975,319,78,40,34,0,,F,28,\N,\N,\N,\N,81,0,0
6976,319,128,40,35,0,,F,29,\N,\N,\N,\N,81,0,0
6977,319,103,26,29,0,,F,30,\N,\N,\N,\N,81,0,0
6978,319,87,34,8,0,,F,31,\N,\N,\N,\N,97,0,0
6979,319,144,42,31,0,,F,32,\N,\N,\N,\N,97,0,0
6980,320,102,1,1,1,1,1,1,24:34.9,1474899,\N,\N,1,5,14
6981,320,95,3,5,3,2,2,2,1.259,1476158,\N,\N,1,3,14
6982,320,77,1,2,2,3,3,3,5.12,1480019,\N,\N,1,2,14
6983,320,137,22,20,5,4,4,4,30.103,1505002,\N,\N,1,1.5,14
6984,320,119,3,6,4,5,5,5,50.537,1525436,\N,\N,1,1,14
6985,320,81,6,27,8,6,6,6,51.069,1525968,\N,\N,1,0.5,14
6986,320,139,35,21,13,7,7,7,52.361,1527260,\N,\N,1,0,14
6987,320,110,17,33,12,8,8,8,+1:00.431,1535330,\N,\N,1,0,14
6988,320,70,17,32,16,9,9,9,+1:15.567,1550466,\N,\N,1,0,14
6989,320,131,25,4,9,10,10,10,+1:20.370,1555269,\N,\N,1,0,14
6990,320,65,32,12,21,11,11,11,+1:22.073,1556972,\N,\N,1,0,14
6991,320,109,35,22,11,12,12,12,+1:38.519,1573418,\N,\N,1,0,14
6992,320,105,29,9,15,13,13,13,+1:39.303,1574202,\N,\N,1,0,14
6993,320,127,41,15,14,14,14,14,\N,\N,\N,\N,11,0,13
6994,320,133,29,10,23,15,15,15,\N,\N,\N,\N,11,0,13
6995,320,90,18,24,18,16,16,16,\N,\N,\N,\N,11,0,13
6996,320,87,34,8,17,17,17,17,\N,\N,\N,\N,11,0,13
6997,320,100,27,26,22,18,18,18,\N,\N,\N,\N,11,0,13
6998,320,57,32,11,25,19,19,19,\N,\N,\N,\N,12,0,13
6999,320,91,41,16,26,20,20,20,\N,\N,\N,\N,12,0,12
7000,320,94,18,23,10,,R,21,\N,\N,\N,\N,20,0,8
7001,320,30,22,19,6,,R,22,\N,\N,\N,\N,20,0,5
7002,320,55,6,28,7,,R,23,\N,\N,\N,\N,3,0,5
7003,320,78,40,34,19,,R,24,\N,\N,\N,\N,20,0,5
7004,320,123,27,25,20,,R,25,\N,\N,\N,\N,3,0,5
7005,320,138,25,3,24,,R,26,\N,\N,\N,\N,20,0,4
7006,320,88,33,30,0,,F,27,\N,\N,\N,\N,81,0,0
7007,320,84,34,7,0,,F,28,\N,\N,\N,\N,81,0,0
7008,320,128,40,35,0,,F,29,\N,\N,\N,\N,81,0,0
7009,320,92,33,29,0,,F,30,\N,\N,\N,\N,81,0,0
7010,320,99,36,14,0,,F,31,\N,\N,\N,\N,97,0,0
7011,320,144,42,31,0,,F,32,\N,\N,\N,\N,97,0,0
7012,321,102,1,27,5,1,1,1,52:32.8,6752829,\N,\N,1,9,72
7013,321,55,25,4,4,2,2,2,8.685,6761514,\N,\N,1,6,72
7014,321,123,3,5,9,3,3,3,54.08,6806909,\N,\N,1,4,72
7015,321,137,22,20,6,4,4,4,+1:08.358,6821187,\N,\N,1,3,72
7016,321,131,34,8,10,5,5,5,+1:09.503,6822332,\N,\N,1,2,72
7017,321,138,25,3,11,6,6,6,\N,\N,\N,\N,11,1,71
7018,321,94,18,23,2,7,7,7,\N,\N,\N,\N,11,0,71
7019,321,103,33,29,15,8,8,8,\N,\N,\N,\N,11,0,71
7020,321,119,3,6,12,9,9,9,\N,\N,\N,\N,11,0,71
7021,321,105,21,9,21,10,10,10,\N,\N,\N,\N,12,0,70
7022,321,145,22,19,22,11,11,11,\N,\N,\N,\N,12,0,70
7023,321,146,21,10,20,12,12,12,\N,\N,\N,\N,12,0,70
7024,321,90,44,33,16,13,13,13,\N,\N,\N,\N,15,0,67
7025,321,127,41,15,25,14,14,14,\N,\N,\N,\N,16,0,66
7026,321,147,18,24,14,,R,15,\N,\N,\N,\N,68,0,54
7027,321,88,33,30,18,,R,16,\N,\N,\N,\N,23,0,53
7028,321,95,6,2,17,,R,17,\N,\N,\N,\N,8,0,49
7029,321,77,1,28,1,,R,18,\N,\N,\N,\N,8,0,44
7030,321,148,34,7,23,,R,19,\N,\N,\N,\N,3,0,39
7031,321,129,45,14,8,,R,20,\N,\N,\N,\N,4,0,39
7032,321,110,35,22,3,,R,21,\N,\N,\N,\N,5,0,25
7033,321,117,6,1,7,,R,22,\N,\N,\N,\N,44,0,21
7034,321,122,41,16,26,,R,23,\N,\N,\N,\N,10,0,20
7035,321,118,32,11,24,,R,24,\N,\N,\N,\N,6,0,6
7036,321,78,27,25,13,,R,25,\N,\N,\N,\N,37,0,4
7037,321,151,32,12,19,,R,26,\N,\N,\N,\N,6,0,0
